source prefix	source identifier	source name	relation	target prefix	target identifier	target name	type	source	prediction_type	prediction_source	prediction_confidence
efo	0001062	cytomegalovirus infection	skos:exactMatch	ncbitaxon	10359	Human betaherpesvirus 5	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.549
efo	0001075	ovarian carcinoma	skos:exactMatch	ncbitaxon	176063	Eos	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
efo	0001409	obsolete_ankle	skos:exactMatch	ncbitaxon	20400	Astragalus	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
efo	0001675	simian immunodeficiency virus infection	skos:exactMatch	ncbitaxon	11723	Simian immunodeficiency virus	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.556
efo	0002065	ITV	skos:exactMatch	ncbitaxon	64291	Israel turkey meningoencephalomyelitis virus	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.778
efo	0002233	MESSA	skos:exactMatch	ncbitaxon	1252993	Messa	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
efo	0002429	polycythemia vera	skos:exactMatch	ncbitaxon	10345	Suid alphaherpesvirus 1	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.556
efo	0002612	human herpesvirus 8 infection	skos:exactMatch	ncbitaxon	37296	Human gammaherpesvirus 8	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.556
efo	0002626	thymus neoplasm	skos:exactMatch	ncbitaxon	49990	Thymus	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
efo	0002707	NT-1	skos:exactMatch	ncbitaxon	115992	Vibrio phage nt-1	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.772
efo	0003156	obsolete_Caucasian	skos:exactMatch	ncbitaxon	42449	Pierinae	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.54
efo	0003167	obsolete_Pima Indian	skos:exactMatch	ncbitaxon	1666846	Pima	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.778
efo	0003764	transient ischemic attack	skos:exactMatch	ncbitaxon	72648	Tacca leontopetaloides	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.484
efo	0003812	refractory anemia with ringed sideroblasts	skos:exactMatch	ncbitaxon	562243	Aisa	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
efo	0003918	obstructive sleep apnea	skos:exactMatch	ncbitaxon	2680947	Osa <flies>	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.556
efo	0003918	obstructive sleep apnea	skos:exactMatch	ncbitaxon	297542	Osa <eudicots>	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.556
efo	0003927	obsolete_myopia	skos:exactMatch	ncbitaxon	369171	Myopias	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.778
efo	0003963	freckles	skos:exactMatch	ncbitaxon	2738362	Melasma <gastropods>	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.556
efo	0003963	freckles	skos:exactMatch	ncbitaxon	46041	Melasma <eudicots>	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.556
efo	0004016	insertion	skos:exactMatch	ncbitaxon	2673	insertion sequences	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
efo	0005226	swine influenza	skos:exactMatch	ncbitaxon	11723	Simian immunodeficiency virus	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.556
efo	0005262	mitral annular calcification	skos:exactMatch	ncbitaxon	120793	Mycobacterium avium complex (MAC)	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.556
efo	0006818	stricture	skos:exactMatch	ncbitaxon	513343	Stenosis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
efo	0007128	actinomycosis	skos:exactMatch	ncbitaxon	1760	Actinomycetes	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.778
efo	0007136	agnosia	skos:exactMatch	ncbitaxon	523289	Agnosia	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
efo	1001993	scleroderma	skos:exactMatch	ncbitaxon	386268	Sclerodermus	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.54
efo	1001993	scleroderma	skos:exactMatch	ncbitaxon	68787	Scleroderma	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
envo	00000016	sea	skos:exactMatch	ncbitaxon	2798467	Sea	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
envo	00000019	saline lake	skos:exactMatch	ncbitaxon	33337	Salina	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
envo	00000029	watercourse	skos:exactMatch	ncbitaxon	1725053	Barranca	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
envo	00000032	bay	skos:exactMatch	ncbitaxon	41489	Bahia	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
envo	00000080	mountain range	skos:exactMatch	ncbitaxon	2893724	Cordillera	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
envo	00000101	delta	skos:exactMatch	ncbitaxon	998453	Delta	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
envo	00000104	undersea feature	skos:exactMatch	ncbitaxon	138334	Allium tricoccum	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.556
envo	00000109	woodland area	skos:exactMatch	ncbitaxon	205021	Acacia aneura	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.556
envo	00000109	woodland area	skos:exactMatch	ncbitaxon	55611	Artemisia tridentata	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.556
envo	00000109	woodland area	skos:exactMatch	ncbitaxon	669369	Acacia harpophylla	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.556
envo	00000169	canyon	skos:exactMatch	ncbitaxon	1725053	Barranca	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
envo	00000196	alkaline flat	skos:exactMatch	ncbitaxon	33337	Salina	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
envo	00000234	bayou	skos:exactMatch	ncbitaxon	41489	Bahia	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
envo	00000260	prairie	skos:exactMatch	ncbitaxon	2678135	Pampa	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
envo	00000262	steppe	skos:exactMatch	ncbitaxon	2678135	Pampa	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
envo	00000283	ridge	skos:exactMatch	ncbitaxon	2518551	Arete	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
envo	00000309	depressed landform	skos:exactMatch	ncbitaxon	9596	Pan	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
envo	00000429	arete	skos:exactMatch	ncbitaxon	2518551	Arete	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
envo	00000550	range of seamounts	skos:exactMatch	ncbitaxon	2893724	Cordillera	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
envo	00002046	activated sludge	skos:exactMatch	ncbitaxon	942017	activated sludge metagenome	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.778
envo	01000258	fluid cline	skos:exactMatch	ncbitaxon	57788	Clinitrachus argentatus	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.556
envo	01000579	television set	skos:exactMatch	ncbitaxon	2844102	Drosophila melanogaster nudivirus B	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.556
envo	01000605	car	skos:exactMatch	ncbitaxon	201850	Car	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
envo	01000750	Mohorovicic discontinuity	skos:exactMatch	ncbitaxon	572097	Moho	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.778
envo	01000806	nebula	skos:exactMatch	ncbitaxon	987027	Nebula	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
envo	01000837	virga	skos:exactMatch	ncbitaxon	509515	Virga	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
envo	01000969	cafeteria	skos:exactMatch	ncbitaxon	33652	Cafeteria	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
envo	01001482	tornado	skos:exactMatch	ncbitaxon	582525	Bellapiscis medius	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.556
envo	01001864	photosynthetically active radiation	skos:exactMatch	ncbitaxon	44741	Rickettsia sp. PAR	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.556
envo	02000074	obsolete cantaloupe	skos:exactMatch	ncbitaxon	3656	Cucumis melo	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.556
envo	03501159	neonatal unit facility	skos:exactMatch	ncbitaxon	2489059	Nu	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
envo	03501173	post-anesthesia care unit facility	skos:exactMatch	ncbitaxon	42528	Piaractus mesopotamicus	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.54
envo	03501173	post-anesthesia care unit facility	skos:exactMatch	ncbitaxon	44741	Rickettsia sp. PAR	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.556
envo	03501219	window	skos:exactMatch	ncbitaxon	183654	Scophthalmus aquosus	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.556
hp	0000001	All	skos:exactMatch	ncbitaxon	1	root	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
hp	0000039	Epispadias	skos:exactMatch	ncbitaxon	2865123	Epispadias	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.778
ido	0000636	sepsis	skos:exactMatch	ncbitaxon	137507	Sepsis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
idomal	0000222	enzyme-linked immunosorbent assay	skos:exactMatch	maxo	0000610	clinical ELISA testing	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	mira	0.5555555555555556
idomal	0001019	mouse	skos:exactMatch	ncbitaxon	10090	Mus musculus	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	mira	0.5555555555555556
idomal	0001083	Trap	skos:exactMatch	pr	000001937	tartrate-resistant acid phosphatase type 5	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	mira	0.5555555555555556
idomal	0001083	Trap	skos:exactMatch	pr	Q05117	tartrate-resistant acid phosphatase type 5 (mouse)	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	mira	0.5555555555555556
idomal	0001123	RAP-1	skos:exactMatch	vo	0011026	RAP-1	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
idomal	0001143	MSP-1	skos:exactMatch	doid	0111385	inclusion body myopathy with early-onset Paget disease of bone with or without frontotemporal dementia 1	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	mira	0.5553494124922697
idomal	0001144	MSP-2	skos:exactMatch	doid	0111384	inclusion body myopathy with early-onset Paget disease of bone with or without frontotemporal dementia 2	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	mira	0.5553494124922697
idomal	0001145	MSP-3	skos:exactMatch	doid	0111386	inclusion body myopathy with early-onset Paget disease of bone with or without frontotemporal dementia 3	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	mira	0.5553494124922697
interpro	IPR000225	Armadillo	skos:exactMatch	ncbitaxon	9359	Dasypodidae	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
interpro	IPR000225	Armadillo	skos:exactMatch	ncbitaxon	96820	Armadillo	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.778
interpro	IPR007273	SCAMP	skos:exactMatch	ncbitaxon	160730	Mycteroperca phenax	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
interpro	IPR007702	Janus	skos:exactMatch	ncbitaxon	1385265	Janus	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.778
interpro	IPR007733	Agouti	skos:exactMatch	ncbitaxon	723807	Cuniculus	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.778
interpro	IPR010777	PipA	skos:exactMatch	ncbitaxon	191479	Pipa	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.744
interpro	IPR012975	NOPS	skos:exactMatch	ncbitaxon	1956867	Nops	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
interpro	IPR016860	Cerberus	skos:exactMatch	ncbitaxon	46266	Cerberus	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.778
interpro	IPR022773	Siva	skos:exactMatch	ncbitaxon	2183855	Siva	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.778
ito	00089	Undetermined	skos:exactMatch	mi	0339	undetermined sequence position	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
ito	01623	Vector	skos:exactMatch	ncbitaxon	2873985	Vector	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.778
ito	09422	All	skos:exactMatch	ncbitaxon	1	root	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
ito	20249	CPM	skos:exactMatch	mi	1329	cpm	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.707
ito	21751	SGD	skos:exactMatch	mi	0484	sgd	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.778
ito	23756	Humans	skos:exactMatch	ncbitaxon	9605	Homo	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
ito	27186	Human	skos:exactMatch	ncbitaxon	9606	Homo sapiens	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.762
ito	27304	human	skos:exactMatch	ncbitaxon	9606	Homo sapiens	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.778
ito	62361	ToS	skos:exactMatch	ncbitaxon	11590	Toscana virus	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	kestrel-mappings	0.743
kegg.pathway	map02010	ABC transporters	skos:exactMatch	go	0140359	ABC-type transmembrane transporter activity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370
kegg.pathway	map02010	ABC transporters	skos:exactMatch	mesh	D018528	ATP-Binding Cassette Transporters	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map03010	Ribosome	skos:exactMatch	go	0005840	ribosome	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map03020	RNA polymerase	skos:exactMatch	mesh	D012321	DNA-Directed RNA Polymerases	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map03040	Spliceosome	skos:exactMatch	mesh	D017381	Spliceosomes	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map03050	Proteasome	skos:exactMatch	go	0000502	proteasome complex	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map03070	Bacterial secretion system	skos:exactMatch	mesh	D058947	Bacterial Secretion Systems	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map04142	Lysosome	skos:exactMatch	go	0005764	lysosome	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map04145	Phagosome	skos:exactMatch	go	0045335	phagocytic vesicle	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map04145	Phagosome	skos:exactMatch	mesh	D010588	Phagosomes	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map04146	Peroxisome	skos:exactMatch	go	0005777	peroxisome	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map04510	Focal adhesion	skos:exactMatch	go	0005925	focal adhesion	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map04514	Cell adhesion molecules	skos:exactMatch	go	0098631	cell adhesion mediator activity	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map04514	Cell adhesion molecules	skos:exactMatch	mesh	D015815	Cell Adhesion Molecules	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map04520	Adherens junction	skos:exactMatch	go	0005912	adherens junction	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map04530	Tight junction	skos:exactMatch	go	0070160	tight junction	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map04540	Gap junction	skos:exactMatch	go	0005921	gap junction	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map04614	Renin-angiotensin system	skos:exactMatch	mesh	D012084	Renin-Angiotensin System	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map04724	Glutamatergic synapse	skos:exactMatch	go	0098978	glutamatergic synapse	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map04725	Cholinergic synapse	skos:exactMatch	go	0098981	cholinergic synapse	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map04726	Serotonergic synapse	skos:exactMatch	go	0099154	serotonergic synapse	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map04727	GABAergic synapse	skos:exactMatch	go	0098982	GABA-ergic synapse	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map04728	Dopaminergic synapse	skos:exactMatch	go	0098691	dopaminergic synapse	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map04930	Type II diabetes mellitus	skos:exactMatch	mesh	D003924	Diabetes Mellitus, Type 2	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map04932	Non-alcoholic fatty liver disease	skos:exactMatch	mesh	D065626	Non-alcoholic Fatty Liver Disease	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map04934	Cushing syndrome	skos:exactMatch	mesh	D000308	Adrenocortical Hyperfunction	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map04934	Cushing syndrome	skos:exactMatch	mesh	D003480	Cushing Syndrome	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map04934	Cushing syndrome	skos:exactMatch	mesh	D006929	Hyperaldosteronism	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map04940	Type I diabetes mellitus	skos:exactMatch	mesh	D003922	Diabetes Mellitus, Type 1	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05010	Alzheimer disease	skos:exactMatch	mesh	D000544	Alzheimer Disease	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05012	Parkinson disease	skos:exactMatch	mesh	D010300	Parkinson Disease	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05014	Amyotrophic lateral sclerosis	skos:exactMatch	mesh	D000690	Amyotrophic Lateral Sclerosis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05016	Huntington disease	skos:exactMatch	mesh	D006816	Huntington Disease	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05017	Spinocerebellar ataxia	skos:exactMatch	mesh	D020754	Spinocerebellar Ataxias	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05020	Prion disease	skos:exactMatch	mesh	D017096	Prion Diseases	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05032	Morphine addiction	skos:exactMatch	mesh	D009021	Morphine Dependence	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05033	Nicotine addiction	skos:exactMatch	mesh	D014029	Tobacco Use Disorder	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05034	Alcoholism	skos:exactMatch	mesh	D000437	Alcoholism	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05034	Alcoholism	skos:exactMatch	mesh	D020751	Alcohol-Induced Disorders	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05110	Vibrio cholerae infection	skos:exactMatch	mesh	D002771	Cholera	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05131	Shigellosis	skos:exactMatch	mesh	D004405	Dysentery, Bacillary	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05132	Salmonella infection	skos:exactMatch	mesh	D012480	Salmonella Infections	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05133	Pertussis	skos:exactMatch	mesh	D014917	Whooping Cough	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05134	Legionellosis	skos:exactMatch	mesh	D007876	Legionellosis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05135	Yersinia infection	skos:exactMatch	mesh	D015009	Yersinia Infections	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05140	Leishmaniasis	skos:exactMatch	mesh	D007896	Leishmaniasis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05142	Chagas disease	skos:exactMatch	mesh	D014355	Chagas Disease	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05143	African trypanosomiasis	skos:exactMatch	mesh	D014353	Trypanosomiasis, African	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05144	Malaria	skos:exactMatch	mesh	D008288	Malaria	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05145	Toxoplasmosis	skos:exactMatch	mesh	D014123	Toxoplasmosis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05146	Amoebiasis	skos:exactMatch	mesh	D000562	Amebiasis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05150	Staphylococcus aureus infection	skos:exactMatch	mesh	D013203	Staphylococcal Infections	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05152	Tuberculosis	skos:exactMatch	mesh	D014376	Tuberculosis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05160	Hepatitis C	skos:exactMatch	mesh	D006526	Hepatitis C	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05161	Hepatitis B	skos:exactMatch	mesh	D006509	Hepatitis B	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05162	Measles	skos:exactMatch	mesh	D008457	Measles	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05165	Human papillomavirus infection	skos:exactMatch	mesh	D030361	Papillomavirus Infections	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05169	Epstein-Barr virus infection	skos:exactMatch	mesh	D020031	Epstein-Barr Virus Infections	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05210	Colorectal cancer	skos:exactMatch	mesh	D015179	Colorectal Neoplasms	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05211	Renal cell carcinoma	skos:exactMatch	mesh	D002292	Carcinoma, Renal Cell	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05212	Pancreatic cancer	skos:exactMatch	mesh	D010190	Pancreatic Neoplasms	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05213	Endometrial cancer	skos:exactMatch	mesh	D004030	Dientamoebiasis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05214	Glioma	skos:exactMatch	mesh	D005910	Glioma	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05214	Glioma	skos:exactMatch	mesh	D016543	Central Nervous System Neoplasms	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05215	Prostate cancer	skos:exactMatch	mesh	D011471	Prostatic Neoplasms	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
kegg.pathway	map05217	Basal cell carcinoma	skos:exactMatch	mesh	D002280	Carcinoma, Basal Cell	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
