#curie_map:
#  agro: http://purl.obolibrary.org/obo/AGRO_
#  agrovoc: http://aims.fao.org/aos/agrovoc/c_
#  apollosv: http://purl.obolibrary.org/obo/APOLLO_SV_
#  bto: http://purl.obolibrary.org/obo/BTO_
#  ccle: https://www.cbioportal.org/patient?studyId=ccle_broad_2019&caseId=
#  cellosaurus: https://www.cellosaurus.org/CVCL_
#  chebi: http://purl.obolibrary.org/obo/CHEBI_
#  chmo: http://purl.obolibrary.org/obo/CHMO_
#  cl: http://purl.obolibrary.org/obo/CL_
#  clo: http://purl.obolibrary.org/obo/CLO_
#  cpt: https://www.aapc.com/codes/cpt-codes/
#  cvx: https://biopragmatics.github.io/providers/cvx/
#  debio: https://biopragmatics.github.io/debio/
#  depmap: https://depmap.org/portal/cell_line/
#  doid: http://purl.obolibrary.org/obo/DOID_
#  drugbank: https://go.drugbank.com/drugs/
#  efo: http://www.ebi.ac.uk/efo/EFO_
#  envo: http://purl.obolibrary.org/obo/ENVO_
#  fplx: https://sorgerlab.github.io/famplex/
#  go: http://purl.obolibrary.org/obo/GO_
#  hgnc: https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/
#  hp: http://purl.obolibrary.org/obo/HP_
#  iconclass: https://iconclass.org/
#  ido: http://purl.obolibrary.org/obo/IDO_
#  idomal: http://purl.obolibrary.org/obo/IDOMAL_
#  interpro: https://www.ebi.ac.uk/interpro/entry/InterPro/
#  ito: https://bioportal.bioontology.org/ontologies/ITO/?p=classes&conceptid=https://identifiers.org/ito:ITO_
#  kegg.pathway: https://www.kegg.jp/pathway/
#  maxo: http://purl.obolibrary.org/obo/MAXO_
#  mesh: https://meshb.nlm.nih.gov/record/ui?ui=
#  mi: http://purl.obolibrary.org/obo/MI_
#  miapa: http://purl.obolibrary.org/obo/MIAPA_
#  mondo: http://purl.obolibrary.org/obo/MONDO_
#  nbo: http://purl.obolibrary.org/obo/NBO_
#  ncbitaxon: http://purl.obolibrary.org/obo/NCBITaxon_
#  ncit: http://purl.obolibrary.org/obo/NCIT_
#  oae: http://purl.obolibrary.org/obo/OAE_
#  obi: http://purl.obolibrary.org/obo/OBI_
#  orcid: https://orcid.org/
#  pato: http://purl.obolibrary.org/obo/PATO_
#  pfam: https://www.ebi.ac.uk/interpro/entry/pfam/
#  pr: http://purl.obolibrary.org/obo/PR_
#  reactome: https://reactome.org/content/detail/
#  semapv: https://w3id.org/semapv/vocab/
#  skos: http://www.w3.org/2004/02/skos/core#
#  uberon: http://purl.obolibrary.org/obo/UBERON_
#  umls: https://uts.nlm.nih.gov/uts/umls/concept/
#  uniprot.chain: http://purl.uniprot.org/annotation/
#  vo: http://purl.obolibrary.org/obo/VO_
#  wikipathways: http://www.wikipathways.org/instance/
#mapping_set_id: https://w3id.org/biopragmatics/sssom/negative.sssom.tsv
subject_id	subject_label	predicate_id	predicate_modifier	object_id	object_label	mapping_justification	author_id	mapping_tool
efo:0801282	phosphatidylcholine acyl-alkyl C32:1 measurement	skos:exactMatch	Not	chebi:72347	phosphatidylcholine O-32:1	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801283	phosphatidylcholine acyl-alkyl C32:2 measurement	skos:exactMatch	Not	chebi:85568	phosphatidylcholine O-32:2	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801284	phosphatidylcholine acyl-alkyl C34:0 measurement	skos:exactMatch	Not	chebi:67077	phosphatidylcholine O-34:0	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801285	phosphatidylcholine acyl-alkyl C34:1 measurement	skos:exactMatch	Not	chebi:67076	phosphatidylcholine O-34:1	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801286	phosphatidylcholine acyl-alkyl C34:2 measurement	skos:exactMatch	Not	chebi:64544	phosphatidylcholine O-34:2	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801287	phosphatidylcholine acyl-alkyl C34:3 measurement	skos:exactMatch	Not	chebi:64541	phosphatidylcholine O-34:3	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801288	phosphatidylcholine acyl-alkyl C36:0 measurement	skos:exactMatch	Not	chebi:67067	phosphatidylcholine O-36:0	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801289	phosphatidylcholine acyl-alkyl C36:1 measurement	skos:exactMatch	Not	chebi:67066	phosphatidylcholine O-36:1	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801290	phosphatidylcholine acyl-alkyl C36:2 measurement	skos:exactMatch	Not	chebi:67065	phosphatidylcholine O-36:2	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801291	phosphatidylcholine acyl-alkyl C36:3 measurement	skos:exactMatch	Not	chebi:64537	phosphatidylcholine O-36:3	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801292	phosphatidylcholine acyl-alkyl C36:4 measurement	skos:exactMatch	Not	chebi:67064	phosphatidylcholine O-36:4	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801293	phosphatidylcholine acyl-alkyl C36:5 measurement	skos:exactMatch	Not	chebi:64540	phosphatidylcholine O-36:5	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801294	phosphatidylcholine acyl-alkyl C38:0 measurement	skos:exactMatch	Not	chebi:67071	phosphatidylcholine O-38:0	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801295	phosphatidylcholine acyl-alkyl C38:1 measurement	skos:exactMatch	Not	chebi:67070	phosphatidylcholine O-38:1	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801296	phosphatidylcholine acyl-alkyl C38:2 measurement	skos:exactMatch	Not	chebi:67069	phosphatidylcholine O-38:2	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801297	phosphatidylcholine acyl-alkyl C38:3 measurement	skos:exactMatch	Not	chebi:67068	phosphatidylcholine O-38:3	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801298	phosphatidylcholine acyl-alkyl C38:4 measurement	skos:exactMatch	Not	chebi:64480	phosphatidylcholine O-38:4	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801299	phosphatidylcholine acyl-alkyl C38:5 measurement	skos:exactMatch	Not	chebi:64445	phosphatidylcholine O-38:5	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801300	phosphatidylcholine acyl-alkyl C38:6 measurement	skos:exactMatch	Not	chebi:64536	phosphatidylcholine O-38:6	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801301	phosphatidylcholine acyl-alkyl C40:1 measurement	skos:exactMatch	Not	chebi:85574	phosphatidylcholine O-40:1	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801302	phosphatidylcholine acyl-alkyl C40:2 measurement	skos:exactMatch	Not	chebi:72348	phosphatidylcholine O-40:2	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801303	phosphatidylcholine acyl-alkyl C40:3 measurement	skos:exactMatch	Not	chebi:85570	phosphatidylcholine O-40:3	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801304	phosphatidylcholine acyl-alkyl C40:4 measurement	skos:exactMatch	Not	chebi:85571	phosphatidylcholine O-40:4	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801305	phosphatidylcholine acyl-alkyl C40:5 measurement	skos:exactMatch	Not	chebi:85573	phosphatidylcholine O-40:5	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801306	phosphatidylcholine acyl-alkyl C40:6 measurement	skos:exactMatch	Not	chebi:64533	phosphatidylcholine O-40:6	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801307	phosphatidylcholine acyl-alkyl C42:0 measurement	skos:exactMatch	Not	chebi:85582	phosphatidylcholine O-42:0	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801308	phosphatidylcholine acyl-alkyl C42:1 measurement	skos:exactMatch	Not	chebi:85583	phosphatidylcholine O-42:1	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801309	phosphatidylcholine acyl-alkyl C42:2 measurement	skos:exactMatch	Not	chebi:85584	phosphatidylcholine O-42:2	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801310	phosphatidylcholine acyl-alkyl C42:3 measurement	skos:exactMatch	Not	chebi:85585	phosphatidylcholine O-42:3	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801311	phosphatidylcholine acyl-alkyl C42:4 measurement	skos:exactMatch	Not	chebi:85588	phosphatidylcholine O-42:4	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801312	phosphatidylcholine acyl-alkyl C42:5 measurement	skos:exactMatch	Not	chebi:85590	phosphatidylcholine O-42:5	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801313	phosphatidylcholine acyl-alkyl C44:3 measurement	skos:exactMatch	Not	chebi:67085	phosphatidylcholine O-44:3	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801314	phosphatidylcholine acyl-alkyl C44:4 measurement	skos:exactMatch	Not	chebi:67084	phosphatidylcholine O-44:4	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801315	phosphatidylcholine acyl-alkyl C44:5 measurement	skos:exactMatch	Not	chebi:67083	phosphatidylcholine O-44:5	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0801316	phosphatidylcholine acyl-alkyl C44:6 measurement	skos:exactMatch	Not	chebi:67082	phosphatidylcholine O-44:6	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0803357	25-hydroxyvitamin D3 measurement	skos:exactMatch	Not	chebi:17933	calcidiol	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0803404	bakers yeast extract measurement	skos:exactMatch	Not	chebi:174614	11H-benzo[a]fluoren-11-ylacetic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0803466	retinoic acid measurement	skos:exactMatch	Not	chebi:15367	all-trans-retinoic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0803476	3-methylthiopropanamine measurement	skos:exactMatch	Not	chebi:16696	3-methylthiopropylamine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0803483	arg-vasopressin measurement	skos:exactMatch	Not	chebi:34543	argipressin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:0803518	sulfoacetate measurement	skos:exactMatch	Not	chebi:50519	sulfoacetic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	https://github.com/gyorilab/mapnet/blob/main/scripts/generate_efo_chebi_mappings.py
efo:1001993	scleroderma	skos:exactMatch	Not	ncbitaxon:386268	Sclerodermus	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
efo:1001993	scleroderma	skos:exactMatch	Not	ncbitaxon:68787	Scleroderma	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:00000016	sea	skos:exactMatch	Not	ncbitaxon:2798467	Sea	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:00000019	saline lake	skos:exactMatch	Not	ncbitaxon:33337	Salina	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:00000029	watercourse	skos:exactMatch	Not	ncbitaxon:1725053	Barranca	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:00000032	bay	skos:exactMatch	Not	ncbitaxon:41489	Bahia	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:00000080	mountain range	skos:exactMatch	Not	ncbitaxon:2893724	Cordillera	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:00000101	delta	skos:exactMatch	Not	ncbitaxon:998453	Delta	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:00000104	undersea feature	skos:exactMatch	Not	ncbitaxon:138334	Allium tricoccum	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:00000109	woodland area	skos:exactMatch	Not	ncbitaxon:205021	Acacia aneura	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:00000109	woodland area	skos:exactMatch	Not	ncbitaxon:55611	Artemisia tridentata	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:00000109	woodland area	skos:exactMatch	Not	ncbitaxon:669369	Acacia harpophylla	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:00000169	canyon	skos:exactMatch	Not	ncbitaxon:1725053	Barranca	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:00000196	alkaline flat	skos:exactMatch	Not	ncbitaxon:33337	Salina	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:00000234	bayou	skos:exactMatch	Not	ncbitaxon:41489	Bahia	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:00000260	prairie	skos:exactMatch	Not	ncbitaxon:2678135	Pampa	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:00000262	steppe	skos:exactMatch	Not	ncbitaxon:2678135	Pampa	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:00000283	ridge	skos:exactMatch	Not	ncbitaxon:2518551	Arete	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:00000309	depressed landform	skos:exactMatch	Not	ncbitaxon:9596	Pan	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:00000429	arete	skos:exactMatch	Not	ncbitaxon:2518551	Arete	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:00000550	range of seamounts	skos:exactMatch	Not	ncbitaxon:2893724	Cordillera	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:00002046	activated sludge	skos:exactMatch	Not	ncbitaxon:942017	activated sludge metagenome	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:01000258	fluid cline	skos:exactMatch	Not	ncbitaxon:57788	Clinitrachus argentatus	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:01000579	television set	skos:exactMatch	Not	ncbitaxon:2844102	Drosophila melanogaster nudivirus B	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:01000605	car	skos:exactMatch	Not	ncbitaxon:201850	Car	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:01000750	Mohorovicic discontinuity	skos:exactMatch	Not	ncbitaxon:572097	Moho	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:01000806	nebula	skos:exactMatch	Not	ncbitaxon:987027	Nebula	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:01000837	virga	skos:exactMatch	Not	ncbitaxon:509515	Virga	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:01000969	cafeteria	skos:exactMatch	Not	ncbitaxon:33652	Cafeteria	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:01001482	tornado	skos:exactMatch	Not	ncbitaxon:582525	Bellapiscis medius	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:01001864	photosynthetically active radiation	skos:exactMatch	Not	ncbitaxon:44741	Rickettsia sp. PAR	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:02000074	obsolete cantaloupe	skos:exactMatch	Not	ncbitaxon:3656	Cucumis melo	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:03501159	neonatal unit facility	skos:exactMatch	Not	ncbitaxon:2489059	Nu	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:03501173	post-anesthesia care unit facility	skos:exactMatch	Not	ncbitaxon:42528	Piaractus mesopotamicus	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:03501173	post-anesthesia care unit facility	skos:exactMatch	Not	ncbitaxon:44741	Rickettsia sp. PAR	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
envo:03501219	window	skos:exactMatch	Not	ncbitaxon:183654	Scophthalmus aquosus	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
hp:0000001	All	skos:exactMatch	Not	ncbitaxon:1	root	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
hp:0000039	Epispadias	skos:exactMatch	Not	ncbitaxon:2865123	Epispadias	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	kestrel-mappings
iconclass:11H%28ANTONY%20ABBOT%29411	St. Antony Abbot finds a nugget of gold in the desert	skos:relatedMatch	Not	chebi:141393	Ser-Thr	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/0cd002/scripts/culture_to_chemistry.py
iconclass:11H%28ANTONY%20ABBOT%29411	St. Antony Abbot finds a nugget of gold in the desert	skos:relatedMatch	Not	chebi:59965	glyoxal-lysine dimer	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/0cd002/scripts/culture_to_chemistry.py
iconclass:11H%28ELOI%2911	St. Eloi as patron of blacksmiths and goldsmiths	skos:relatedMatch	Not	chebi:141393	Ser-Thr	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/0cd002/scripts/culture_to_chemistry.py
iconclass:12A43311	ten golden lampstands ~ Jewish Temple	skos:relatedMatch	Not	chebi:25879	pentaerythritol tetranitrate	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/0cd002/scripts/culture_to_chemistry.py
iconclass:12A43311	ten golden lampstands ~ Jewish Temple	skos:relatedMatch	Not	chebi:35026	triethylamine	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/0cd002/scripts/culture_to_chemistry.py
iconclass:21A	air (one of the four elements)	skos:relatedMatch	Not	chebi:33250	atom	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/0cd002/scripts/culture_to_chemistry.py
iconclass:21B	earth (one of the four elements)	skos:relatedMatch	Not	chebi:33250	atom	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/0cd002/scripts/culture_to_chemistry.py
iconclass:21C	fire (one of the four elements)	skos:relatedMatch	Not	chebi:33250	atom	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/0cd002/scripts/culture_to_chemistry.py
iconclass:21D	water (one of the four elements)	skos:relatedMatch	Not	chebi:33250	atom	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/0cd002/scripts/culture_to_chemistry.py
iconclass:22C4%28GOLD%29	colours, pigments, and paints: gold	skos:relatedMatch	Not	chebi:59965	glyoxal-lysine dimer	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/0cd002/scripts/culture_to_chemistry.py
iconclass:24C14	Mercury (planet)	skos:relatedMatch	Not	chebi:25195	mercury atom	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/0cd002/scripts/culture_to_chemistry.py
iconclass:25D13%28GOLD%29	minerals and metals: gold	skos:relatedMatch	Not	chebi:46662	mineral	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/0cd002/scripts/culture_to_chemistry.py
iconclass:25FF32%28GOLDFINCH%29	song-birds: goldfinch - FF - fabulous animals	skos:relatedMatch	Not	chebi:72723	Phe-Phe	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/0cd002/scripts/culture_to_chemistry.py
iconclass:25H2313	phosphorescence	skos:relatedMatch	Not	chmo:0000841	phosphorescence spectrum	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/710f39/scripts/culture_to_chemistry.py
iconclass:25H2313	phosphorescence	skos:relatedMatch	Not	chmo:0002299	phosphorescence detection	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/710f39/scripts/culture_to_chemistry.py
iconclass:25H2313	phosphorescence	skos:relatedMatch	Not	chmo:0002416	phosphorescence spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/710f39/scripts/culture_to_chemistry.py
iconclass:31A5453	shower-bath	skos:relatedMatch	Not	chmo:0010006	emergency shower	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/710f39/scripts/culture_to_chemistry.py
iconclass:41A2412	shower	skos:relatedMatch	Not	chmo:0010006	emergency shower	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/710f39/scripts/culture_to_chemistry.py
iconclass:41B2122	extinguisher for coal	skos:relatedMatch	Not	chmo:0010008	fire extinguisher	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/710f39/scripts/culture_to_chemistry.py
iconclass:41B523	fire-hose	skos:relatedMatch	Not	chmo:0010008	fire extinguisher	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
iconclass:41B525	fire-engine	skos:relatedMatch	Not	chmo:0010008	fire extinguisher	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
iconclass:41B53	rescue from fire	skos:relatedMatch	Not	chmo:0010008	fire extinguisher	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
iconclass:41D21	clothes covering the entire body	skos:relatedMatch	Not	chmo:0010003	protective clothing	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/710f39/scripts/culture_to_chemistry.py
iconclass:41D24	clothes for special purposes	skos:relatedMatch	Not	chmo:0010003	protective clothing	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/710f39/scripts/culture_to_chemistry.py
iconclass:41D25	underclothes and nightwear	skos:relatedMatch	Not	chmo:0010003	protective clothing	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/710f39/scripts/culture_to_chemistry.py
iconclass:41D251	underclothes	skos:relatedMatch	Not	chmo:0010003	protective clothing	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
iconclass:41D2511	underclothes for the whole body	skos:relatedMatch	Not	chmo:0010003	protective clothing	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
iconclass:41D26	accessories (~ clothing)	skos:relatedMatch	Not	chmo:0010003	protective clothing	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
iconclass:42DD2543	golden anniversary - DD - out of doors	skos:relatedMatch	Not	chebi:73446	Asp-Asp	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/0cd002/scripts/culture_to_chemistry.py
iconclass:45C19	protective weapons	skos:relatedMatch	Not	chmo:0010003	protective clothing	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
iconclass:46B332	weighing gold or money	skos:relatedMatch	Not	chebi:59965	glyoxal-lysine dimer	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/0cd002/scripts/culture_to_chemistry.py
iconclass:46C131617	horse-blanket	skos:relatedMatch	Not	chmo:0010007	fire blanket	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	
iconclass:49E3911	alchemist trying to make gold	skos:relatedMatch	Not	chebi:59965	glyoxal-lysine dimer	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/0cd002/scripts/culture_to_chemistry.py
iconclass:49E81	laboratory apparatus and equipment	skos:relatedMatch	Not	chmo:0010001	protective equipment	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	https://github.com/biomappings/biomappings/blob/710f39/scripts/culture_to_chemistry.py
