source prefix	source identifier	source name	relation	target prefix	target identifier	target name	type	source
mondo	MONDO:0024653	skull neoplasm	skos:exactMatch	mesh	D012888	Skull Neoplasms	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0026404	X inactivation, familial skewed, 1	skos:exactMatch	mesh	C564716	X Inactivation, Familial Skewed, 1	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0026426	X inactivation, familial skewed, 2	skos:exactMatch	mesh	C564572	X Inactivation, Familial Skewed, 2	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0027091	xanthogranulomatous sialadenitis	skos:exactMatch	mesh	C536763	Xanthogranulomatous sialadenitis	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0030048	harderoporphyria	skos:exactMatch	mesh	C562816	Harderoporphyria	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0036591	adrenal cortex neoplasm	skos:exactMatch	mesh	D000306	Adrenal Cortex Neoplasms	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0037748	hyperlipoproteinemia	skos:exactMatch	mesh	D006951	Hyperlipoproteinemias	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0041161	endometrial hyperplasia	skos:exactMatch	mesh	D004714	Endometrial Hyperplasia	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0041656	ST-elevation myocardial infarction	skos:exactMatch	mesh	D000072657	ST Elevation Myocardial Infarction	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0041751	multibacillary leprosy	skos:exactMatch	mesh	D056006	Leprosy, Multibacillary	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0041752	paucibacillary leprosy	skos:exactMatch	mesh	D056005	Leprosy, Paucibacillary	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0044877	paraneoplastic cerebellar degeneration	skos:exactMatch	mesh	D020362	Paraneoplastic Cerebellar Degeneration	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0054868	meconium ileus	skos:exactMatch	mesh	D000074270	Meconium Ileus	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0100053	anaphylaxis	skos:exactMatch	mesh	D000707	Anaphylaxis	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0100075	jaw fracture	skos:exactMatch	mesh	D007572	Jaw Fractures	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0100115	acute flaccid myelitis	skos:exactMatch	mesh	C000629404	acute flaccid myelitis	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0100120	vector-borne disease	skos:exactMatch	mesh	D000079426	Vector Borne Diseases	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0100128	coinfection	skos:exactMatch	mesh	D060085	Coinfection	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0100164	permanent neonatal diabetes mellitus	skos:exactMatch	mesh	C563425	Diabetes Mellitus, Permanent Neonatal	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0100185	immune reconstitution inflammatory syndrome	skos:exactMatch	mesh	D054019	Immune Reconstitution Inflammatory Syndrome	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0100192	liver failure	skos:exactMatch	mesh	D017093	Liver Failure	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0100338	urinary tract infection	skos:exactMatch	mesh	D014552	Urinary Tract Infections	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0100345	lactose intolerance	skos:exactMatch	mesh	D007787	Lactose Intolerance	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0100350	neuronopathy, distal hereditary motor, type 5	skos:exactMatch	mesh	C563443	Neuronopathy, Distal Hereditary Motor, Type V	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0100457	achalasia, familial esophageal	skos:exactMatch	mesh	C536011	Achalasia, familial esophageal	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0100482	extensively drug-resistant tuberculosis	skos:exactMatch	mesh	D054908	Extensively Drug-Resistant Tuberculosis	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0400005	refeeding syndrome	skos:exactMatch	mesh	D055677	Refeeding Syndrome	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0600008	cytokine release syndrome	skos:exactMatch	mesh	D000080424	Cytokine Release Syndrome	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0700064	aneuploidy	skos:exactMatch	mesh	D000782	Aneuploidy	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0700065	trisomy	skos:exactMatch	mesh	D014314	Trisomy	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:0700086	uniparental disomy	skos:exactMatch	mesh	D024182	Uniparental Disomy	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:8000018	benign paroxysmal positional vertigo	skos:exactMatch	mesh	D065635	Benign Paroxysmal Positional Vertigo	manually_reviewed	orcid:0000-0001-9439-5346
mondo	MONDO:8000019	vertigo, benign recurrent, 1	skos:exactMatch	mesh	C567620	Vertigo, Benign Recurrent, 1	manually_reviewed	orcid:0000-0001-9439-5346
