source prefix	source identifier	source name	relation	target prefix	target identifier	target name	type	source	prediction_type	prediction_source	prediction_confidence
chebi	141908	Goniomitine	skos:exactMatch	mesh	C526621	goniomitine	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
chebi	141909	Grandilodine B	skos:exactMatch	mesh	C560042	grandilodine B	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	141916	Isosungucine	skos:exactMatch	mesh	C464957	isosungucine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	141917	Lanciferine	skos:exactMatch	mesh	C000614946	lanciferine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	141918	Leuconolam	skos:exactMatch	mesh	C062173	leuconolam	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	141920	Lundurine A	skos:exactMatch	mesh	C000597197	lundurine A	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	141923	Methuenine	skos:exactMatch	mesh	C042118	methuenine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	141924	Methyl reserpate	skos:exactMatch	mesh	C051349	methyl reserpate	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	141931	O-methylgeissolaevine	skos:exactMatch	mesh	C000621471	O-methylgeissolaevine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	141936	Pericyclivine	skos:exactMatch	mesh	C031498	pericyclivine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	141939	Pleiocarpamine	skos:exactMatch	mesh	C114765	pleiocarpamine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	141944	Pleiokomenine A	skos:exactMatch	mesh	C000633304	pleiokomenine A	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	141948	Polyneuridine	skos:exactMatch	mesh	C518014	polyneuridine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	141950	Quebrachidine	skos:exactMatch	mesh	C010318	quebrachidine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	141953	Strychnofoline	skos:exactMatch	mesh	C471685	strychnofoline	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	141955	Strychnohexamine	skos:exactMatch	mesh	C472945	strychnohexamine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	141956	Strychnopentamine	skos:exactMatch	mesh	C045110	strychnopentamine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	141958	Sungucine	skos:exactMatch	mesh	C464946	sungucine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	141960	Tubotaiwine	skos:exactMatch	mesh	C404563	tubotaiwine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	141961	Villalstonine	skos:exactMatch	mesh	C009663	villalstonine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	141963	Vincosamide	skos:exactMatch	mesh	C000598491	vincosamide	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	141964	vindolinine	skos:exactMatch	mesh	C009668	vindolinine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	141967	voachalotine	skos:exactMatch	mesh	C568718	voachalotine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	141969	tipifarnib	skos:exactMatch	mesh	C402769	tipifarnib	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			
chebi	142161	biotripyrrin-a	skos:exactMatch	mesh	C099842	biotripyrrin a	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142162	biotripyrrin-b	skos:exactMatch	mesh	C099843	biotripyrrin b	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142258	Ganoderic acid F	skos:exactMatch	mesh	C515006	ganoderic acid F	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142261	ganoderol B	skos:exactMatch	mesh	C521787	ganoderol B	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			
chebi	142267	methyl N-methylanthranilate	skos:exactMatch	mesh	C412492	methyl N-methylanthranilate	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142276	Soyacerebroside I	skos:exactMatch	mesh	C068190	soya-cerebroside I	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142282	4-chloro-3-methylcatechol	skos:exactMatch	mesh	C499987	4-chloro-3-methylcatechol	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142284	3-chloro-4-methylcatechol	skos:exactMatch	mesh	C499986	3-chloro-4-methylcatechol	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142391	gevotroline	skos:exactMatch	mesh	C069280	gevotroline	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142397	pectenotoxin-11	skos:exactMatch	mesh	C556578	pectenotoxin 11	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142431	praliciguat	skos:exactMatch	mesh	C000631485	praliciguat	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142432	vericiguat	skos:exactMatch	mesh	C000603960	vericiguat	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142437	lepirudin	skos:exactMatch	mesh	C083544	lepirudin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			
chebi	142440	S-(1,2-dicarboxyethyl)glutathione	skos:exactMatch	mesh	C041581	S-(1,2-dicarboxyethyl)glutathione	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142451	bisphenol F diglycidyl ether	skos:exactMatch	mesh	C423722	bisphenol F diglycidyl ether	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142452	dabuzalgron	skos:exactMatch	mesh	C481520	dabuzalgron	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142494	laminarihexaose	skos:exactMatch	mesh	C086571	laminarihexaose	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142509	sulfinoacetaldehyde	skos:exactMatch	mesh	C028910	sulfinoacetaldehyde	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	14261	feruloyl-CoA	skos:exactMatch	mesh	C119167	feruloyl-CoA	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142623	spiroiminodihydantoin	skos:exactMatch	mesh	C408822	spiroiminodihydantoin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142648	alloy	skos:exactMatch	mesh	D000497	Alloys	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142649	platinum-iridium alloy	skos:exactMatch	mesh	C077763	platinum-iridium alloy	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	14272	fluoroacetaldehyde	skos:exactMatch	mesh	C075898	fluoroacetaldehyde	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142774	nitryl chloride	skos:exactMatch	mesh	C445660	nitryl chloride	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142841	spectinabilin	skos:exactMatch	mesh	C508401	spectinabilin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142915	cycloeucalenone	skos:exactMatch	mesh	C472599	cycloeucalenone	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142968	Lipomannan	skos:exactMatch	mesh	C064351	lipomannan	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	142990	cyclolaudenol	skos:exactMatch	mesh	C024016	cyclolaudenol	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143036	Isochlorogenic acid	skos:exactMatch	mesh	C469310	isochlorogenic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143045	Acoric acid	skos:exactMatch	mesh	C016201	acoric acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143059	Annuionone B	skos:exactMatch	mesh	C527915	annuionone B	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143063	Dehydrotomatine	skos:exactMatch	mesh	C484752	dehydrotomatine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143082	mycocerosic acid	skos:exactMatch	mesh	C032992	mycocerosic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143085	phthiocerol dimycocerosate	skos:exactMatch	mesh	C008901	phthiocerol dimycocerosate	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143114	CCT251545	skos:exactMatch	mesh	C000606523	CCT251545	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143117	lorlatinib	skos:exactMatch	mesh	C000590786	lorlatinib	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143141	N,N',N''-triacetylchitotriose	skos:exactMatch	mesh	C019117	N,N',N''-triacetylchitotriose	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143152	cloquintocet-mexyl	skos:exactMatch	mesh	C514515	cloquintocet-mexyl	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143197	culmorin	skos:exactMatch	mesh	C013900	culmorin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143205	2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanoic acid	skos:exactMatch	mesh	C000608800	2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanoic acid	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143225	azumolene	skos:exactMatch	mesh	C061387	azumolene	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143291	4-Hydroxysulfinpyrazone	skos:exactMatch	mesh	C025186	4-hydroxysulfinpyrazone	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143298	4-chlorobenzenesulfonamide	skos:exactMatch	mesh	C047440	4-chlorobenzenesulfonamide	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143311	N-desmethylnizatidine	skos:exactMatch	mesh	C066301	N-desmethylnizatidine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143344	7-Aminoclonazepam	skos:exactMatch	mesh	C020860	7-aminoclonazepam	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143374	N-Desmethylzopiclone	skos:exactMatch	mesh	C053229	N-desmethylzopiclone	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143378	3-Hydroxyglibenclamide	skos:exactMatch	mesh	C070072	3-hydroxyglibenclamide	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143382	5-hydroxyindapamide	skos:exactMatch	mesh	C064096	5-hydroxyindapamide	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143429	8-hydroxymirtazapine	skos:exactMatch	mesh	C415843	8-hydroxymirtazapine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143430	Mirtazapine-N-oxide	skos:exactMatch	mesh	C517417	mirtazapine-N-oxide	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143437	hydroxyethylflurazepam	skos:exactMatch	mesh	C041538	hydroxyethylflurazepam	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143460	hydroxyitraconazole	skos:exactMatch	mesh	C084794	hydroxyitraconazole	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143467	N4-Acetylsulfaphenazole	skos:exactMatch	mesh	C068642	N4-acetylsulfaphenazole	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143473	3-O-methyltolcapone	skos:exactMatch	mesh	C108735	3-O-methyltolcapone	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143509	N-Desmethyllevomepromazine	skos:exactMatch	mesh	C044467	N-desmethyllevomepromazine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143579	methyl myristoleate	skos:exactMatch	mesh	C000609422	methyl myristoleate	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143848	3-methylhexane	skos:exactMatch	mesh	C000604282	3-methylhexane	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143863	butafenacil	skos:exactMatch	mesh	C487162	butafenacil	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	143889	galactosaminogalactan	skos:exactMatch	mesh	C062157	galactosaminogalactan	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144046	diflomotecan	skos:exactMatch	mesh	C424962	diflomotecan	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144069	lobarin	skos:exactMatch	mesh	C581171	lobarin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144078	dihydroartemisinic acid	skos:exactMatch	mesh	C520462	dihydroartemisinic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144086	spongotine A	skos:exactMatch	mesh	C525418	spongotine A	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
chebi	144087	bromodeoxytopsentin	skos:exactMatch	mesh	C000598719	bromodeoxytopsentin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144113	Argopsin	skos:exactMatch	mesh	C058444	argopsin	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
chebi	144115	Aspicilin	skos:exactMatch	mesh	C418323	aspicilin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144118	Atranol	skos:exactMatch	mesh	C493895	atranol	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144119	Atranorin	skos:exactMatch	mesh	C026304	atranorin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			
chebi	144121	Baeomycesic acid	skos:exactMatch	mesh	C496299	baeomycesic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144123	Barbatic acid	skos:exactMatch	mesh	C509225	barbatic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144132	Caperatic acid	skos:exactMatch	mesh	C012802	caperatic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144138	Chloroatranorin	skos:exactMatch	mesh	C543235	chloroatranorin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144140	Confluentic acid	skos:exactMatch	mesh	C089056	confluentic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144147	Divaricatic acid	skos:exactMatch	mesh	C000627593	divaricatic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144154	3-Hydroxyphysodic acid	skos:exactMatch	mesh	C501217	3-hydroxyphysodic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144157	Fumarprotocetraric acid	skos:exactMatch	mesh	C026307	fumarprotocetraric acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144159	Gyrophoric acid	skos:exactMatch	mesh	C120727	gyrophoric acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144175	Murolic acid	skos:exactMatch	mesh	C420980	murolic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144179	Norstictic acid	skos:exactMatch	mesh	C553078	norstictic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144183	Olivetoric acid	skos:exactMatch	mesh	C514585	olivetoric acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144187	Perlatolic acid	skos:exactMatch	mesh	C522034	perlatolic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144192	Anziaic acid	skos:exactMatch	mesh	C584125	anziaic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144195	Pinastric acid	skos:exactMatch	mesh	C012495	pinastric acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144197	Polyporic acid	skos:exactMatch	mesh	C118527	polyporic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144201	Portentol	skos:exactMatch	mesh	C571246	portentol	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144203	Protocetraric acid	skos:exactMatch	mesh	C578352	protocetraric acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144204	Bourgeanic acid	skos:exactMatch	mesh	C544845	bourgeanic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144205	Protolichesterinic acid	skos:exactMatch	mesh	C095781	protolichesterinic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			
chebi	144206	Buellin	skos:exactMatch	mesh	C546368	buellin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144209	Pulvinic acid	skos:exactMatch	mesh	C492654	pulvinic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144210	Canarione	skos:exactMatch	mesh	C548221	canarione	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144213	Rhizocarpic acid	skos:exactMatch	mesh	C466066	rhizocarpic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144220	Salazinic acid	skos:exactMatch	mesh	C116675	salazinic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144229	Sphaerophorin	skos:exactMatch	mesh	C518876	sphaerophorin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144233	Tenuiorin	skos:exactMatch	mesh	C472105	tenuiorin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144238	Thelephoric acid	skos:exactMatch	mesh	C000589783	thelephoric acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144250	Vulpinic acid	skos:exactMatch	mesh	C077134	vulpinic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144259	Imbricaric acid	skos:exactMatch	mesh	C000588767	imbricaric acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144278	Nephrosteranic acid	skos:exactMatch	mesh	C456480	nephrosteranic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144283	Obtusatic acid	skos:exactMatch	mesh	C411222	obtusatic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144295	Roccellaric acid	skos:exactMatch	mesh	C428504	roccellaric acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144311	skyrin	skos:exactMatch	mesh	C009274	skyrin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144317	altenuene	skos:exactMatch	mesh	C040005	altenuene	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144323	zinc dibutyldithiocarbamate	skos:exactMatch	mesh	C017801	zinc dibutyldithiocarbamate	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144330	3-methylglutaconic acid	skos:exactMatch	mesh	C022034	3-methylglutaconic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144389	Eleutheroside E	skos:exactMatch	mesh	C421885	eleutheroside E	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144390	Lolicine B	skos:exactMatch	mesh	C518046	lolicine B	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144392	Cytochalasin A	skos:exactMatch	mesh	C031218	cytochalasin A	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144394	Acanthifolicin	skos:exactMatch	mesh	C065560	acanthifolicin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
chebi	144404	Gymnodimine	skos:exactMatch	mesh	C407350	gymnodimine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	semapv:LexicalMatching	generate_chebi_mesh_mappings.py	0.95
