subject_id	predicate_id	object_id	subject_label	object_label	match_type	creator_id	license
mesh:D000072317	skos:exactMatch	chebi:CHEBI:36682	Polychlorinated Dibenzodioxins	polychlorinated dibenzodioxine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077290	skos:exactMatch	chebi:CHEBI:61379	Harmala Alkaloids	harmala alkaloid	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077289	skos:exactMatch	chebi:CHEBI:6413	Letrozole	letrozole	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077288	skos:exactMatch	chebi:CHEBI:9753	Troglitazone	troglitazone	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077335	skos:exactMatch	chebi:CHEBI:4445	Desflurane	desflurane	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077336	skos:exactMatch	chebi:CHEBI:474180	Caspofungin	caspofungin	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077339	skos:exactMatch	chebi:CHEBI:6402	Leflunomide	leflunomide	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077405	skos:exactMatch	chebi:CHEBI:5959	Irbesartan	irbesartan	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077409	skos:exactMatch	chebi:CHEBI:9398	Tamsulosin	tamsulosin	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077333	skos:exactMatch	chebi:CHEBI:9434	Telmisartan	telmisartan	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077422	skos:exactMatch	chebi:CHEBI:35720	Enrofloxacin	enrofloxacin	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077465	skos:exactMatch	chebi:CHEBI:3286	Cabergoline	cabergoline	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077466	skos:exactMatch	chebi:CHEBI:9605	Tirofiban	tirofiban	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077484	skos:exactMatch	chebi:CHEBI:63637	Vemurafenib	vemurafenib	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077545	skos:exactMatch	chebi:CHEBI:31547	Eplerenone	eplerenone	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077553	skos:exactMatch	chebi:CHEBI:31530	Edaravone	edaravone	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077554	skos:exactMatch	chebi:CHEBI:6149	Levobupivacaine	levobupivacaine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077583	skos:exactMatch	chebi:CHEBI:8713	Quinapril	quinapril	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077590	skos:exactMatch	chebi:CHEBI:6958	Mivacurium	Mivacurium	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077609	skos:exactMatch	chebi:CHEBI:90748	O-(Chloroacetylcarbamoyl)fumagillol	O-(chloroacetylcarbamoyl)fumagillol	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077613	skos:exactMatch	chebi:CHEBI:6339	Etoricoxib	etoricoxib	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077723	skos:exactMatch	chebi:CHEBI:478164	Cefepime	cefepime	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077731	skos:exactMatch	chebi:CHEBI:43968	Meropenem	meropenem	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000078183	skos:exactMatch	chebi:CHEBI:38459	Oxindoles	oxindoles	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000078102	skos:exactMatch	chebi:CHEBI:156095	Lumefantrine	lumefantrine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077922	skos:exactMatch	chebi:CHEBI:39185	Thiamethoxam	thiamethoxam	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077771	skos:exactMatch	chebi:CHEBI:6817	Methantheline	Methantheline	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077770	skos:exactMatch	chebi:CHEBI:135948	Amifampridine	amifampridine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000077769	skos:exactMatch	chebi:CHEBI:8862	Rilmenidine	Rilmenidine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000078223	skos:exactMatch	chebi:CHEBI:18293	5-Methoxypsoralen	5-methoxypsoralen	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000078328	skos:exactMatch	chebi:CHEBI:4995	Felbamate	felbamate	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000078330	skos:exactMatch	chebi:CHEBI:7824	Oxcarbazepine	oxcarbazepine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000078604	skos:exactMatch	chebi:CHEBI:90414	Secretagogues	secretagogue	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000078785	skos:exactMatch	chebi:CHEBI:6950	Mirtazapine	mirtazapine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000078789	skos:exactMatch	chebi:CHEBI:60552	Polyacetylene Polymer	polyacetylene polymer	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000079	skos:exactMatch	chebi:CHEBI:15343	Acetaldehyde	acetaldehyde	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000080	skos:exactMatch	chebi:CHEBI:59769	Acetals	acetal	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000080084	skos:exactMatch	chebi:CHEBI:64068	Calicheamicins	calicheamicin	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000081	skos:exactMatch	chebi:CHEBI:22160	Acetamides	acetamides	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000081026	skos:exactMatch	chebi:CHEBI:26199	Polyprenols	polyprenol	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000081503	skos:exactMatch	chebi:CHEBI:51185	Organoiron Compounds	organoiron compound	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000086	skos:exactMatch	chebi:CHEBI:27690	Acetazolamide	acetazolamide	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000093	skos:exactMatch	chebi:CHEBI:15688	Acetoin	acetoin	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000096	skos:exactMatch	chebi:CHEBI:15347	Acetone	acetone	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000098	skos:exactMatch	chebi:CHEBI:22187	Acetophenones	acetophenones	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000109	skos:exactMatch	chebi:CHEBI:15355	Acetylcholine	acetylcholine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000114	skos:exactMatch	chebi:CHEBI:27518	Acetylene	acetylene	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000156	skos:exactMatch	chebi:CHEBI:22211	Aconitic Acid	aconitic acid	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000157	skos:exactMatch	chebi:CHEBI:2430	Aconitine	aconitine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000165	skos:exactMatch	chebi:CHEBI:51739	Acridine Orange	acridine orange	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000166	skos:exactMatch	chebi:CHEBI:22213	Acridines	acridines	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000171	skos:exactMatch	chebi:CHEBI:15368	Acrolein	acrolein	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000145	skos:exactMatch	chebi:CHEBI:26643	Acids, Aldehydic	aldehydic acid	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000178	skos:exactMatch	chebi:CHEBI:22216	Acrylamides	acrylamides	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000181	skos:exactMatch	chebi:CHEBI:28217	Acrylonitrile	acrylonitrile	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000186	skos:exactMatch	chebi:CHEBI:33337	Actinium	actinium atom	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000225	skos:exactMatch	chebi:CHEBI:16708	Adenine	adenine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000241	skos:exactMatch	chebi:CHEBI:16335	Adenosine	adenosine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000255	skos:exactMatch	chebi:CHEBI:15422	Adenosine Triphosphate	ATP	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000325	skos:exactMatch	chebi:CHEBI:48962	Adrenodoxin	adrenodoxin	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000345	skos:exactMatch	chebi:CHEBI:60788	Affinity Labels	affinity label	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000376	skos:exactMatch	chebi:CHEBI:17431	Agmatine	agmatine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000404	skos:exactMatch	chebi:CHEBI:28462	Ajmaline	ajmaline	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000409	skos:exactMatch	chebi:CHEBI:16449	Alanine	alanine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000420	skos:exactMatch	chebi:CHEBI:2549	Albuterol	albuterol	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000431	skos:exactMatch	chebi:CHEBI:16236	Ethanol	ethanol	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000432	skos:exactMatch	chebi:CHEBI:17790	Methanol	methanol	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000443	skos:exactMatch	chebi:CHEBI:55313	Alcuronium	alcuronium	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000447	skos:exactMatch	chebi:CHEBI:17478	Aldehydes	aldehyde	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000448	skos:exactMatch	chebi:CHEBI:2555	Aldicarb	aldicarb	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000450	skos:exactMatch	chebi:CHEBI:27584	Aldosterone	aldosterone	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000466	skos:exactMatch	chebi:CHEBI:33646	Alkadienes	alkadiene	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000473	skos:exactMatch	chebi:CHEBI:18310	Alkanes	alkane	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000479	skos:exactMatch	chebi:CHEBI:33255	Alkylmercury Compounds	alkylmercury compound	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000481	skos:exactMatch	chebi:CHEBI:15676	Allantoin	allantoin	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000485	skos:exactMatch	chebi:CHEBI:50904	Allergens	allergen	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000493	skos:exactMatch	chebi:CHEBI:40279	Allopurinol	allopurinol	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000500	skos:exactMatch	chebi:CHEBI:31189	Allylestrenol	Allylestrenol	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000523	skos:exactMatch	chebi:CHEBI:763	Algestone	algestone	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000525	skos:exactMatch	chebi:CHEBI:2611	Alprazolam	alprazolam	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000547	skos:exactMatch	chebi:CHEBI:2618	Amantadine	amantadine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000576	skos:exactMatch	chebi:CHEBI:33389	Americium	americium atom	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000583	skos:exactMatch	chebi:CHEBI:2637	Amikacin	amikacin	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000584	skos:exactMatch	chebi:CHEBI:2639	Amiloride	amiloride	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000605	skos:exactMatch	chebi:CHEBI:22478	Amino Alcohols	amino alcohol	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000606	skos:exactMatch	chebi:CHEBI:28963	Amino Sugars	amino sugar	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000609	skos:exactMatch	chebi:CHEBI:51803	Aminoacridines	aminoacridines	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000625	skos:exactMatch	chebi:CHEBI:40823	Aminooxyacetic Acid	aminooxyacetic acid	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000628	skos:exactMatch	chebi:CHEBI:2659	Aminophylline	aminophylline	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000631	skos:exactMatch	chebi:CHEBI:38207	Aminopyridines	aminopyridine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000634	skos:exactMatch	chebi:CHEBI:36709	Aminoquinolines	aminoquinoline	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000639	skos:exactMatch	chebi:CHEBI:2666	Amitriptyline	amitriptyline	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000640	skos:exactMatch	chebi:CHEBI:40036	Amitrole	amitrole	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000641	skos:exactMatch	chebi:CHEBI:16134	Ammonia	ammonia	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000644	skos:exactMatch	chebi:CHEBI:35273	Quaternary Ammonium Compounds	quaternary ammonium salt	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000655	skos:exactMatch	chebi:CHEBI:2674	Amodiaquine	amodiaquine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000658	skos:exactMatch	chebi:CHEBI:2676	Amoxicillin	amoxicillin	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000661	skos:exactMatch	chebi:CHEBI:2679	Amphetamine	amphetamine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000662	skos:exactMatch	chebi:CHEBI:35338	Amphetamines	amphetamines	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000667	skos:exactMatch	chebi:CHEBI:28971	Ampicillin	ampicillin	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000654	skos:exactMatch	chebi:CHEBI:2673	Amobarbital	amobarbital	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000638	skos:exactMatch	chebi:CHEBI:2663	Amiodarone	amiodarone	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000701	skos:exactMatch	chebi:CHEBI:35482	Analgesics, Opioid	opioid analgesic	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000968	skos:exactMatch	chebi:CHEBI:2762	Antimycin A	antimycin A	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000931	skos:exactMatch	chebi:CHEBI:50247	Antidotes	antidote	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000983	skos:exactMatch	chebi:CHEBI:31225	Antipyrine	antipyrine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000982	skos:exactMatch	chebi:CHEBI:59683	Antipruritics	antipruritic drug	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000981	skos:exactMatch	chebi:CHEBI:35820	Antiprotozoal Agents	antiprotozoal drug	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000980	skos:exactMatch	chebi:CHEBI:35684	Antiplatyhelmintic Agents	antiplatyhelmintic drug	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000935	skos:exactMatch	chebi:CHEBI:35718	Antifungal Agents	antifungal agent	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000934	skos:exactMatch	chebi:CHEBI:77973	Antifoaming Agents	antifoaming agent	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000933	skos:exactMatch	chebi:CHEBI:48675	Antifibrinolytic Agents	antifibrinolytic drug	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000924	skos:exactMatch	chebi:CHEBI:35821	Anticholesteremic Agents	anticholesteremic drug	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000897	skos:exactMatch	chebi:CHEBI:49201	Anti-Ulcer Agents	anti-ulcer drug	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001074	skos:exactMatch	chebi:CHEBI:34938	Propoxur	propoxur	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001059	skos:exactMatch	chebi:CHEBI:13850	Apoproteins	apoprotein	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001052	skos:exactMatch	chebi:CHEBI:2784	Apoferritins	Apoferritin	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D000995	skos:exactMatch	chebi:CHEBI:33231	Antitubercular Agents	antitubercular agent	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001120	skos:exactMatch	chebi:CHEBI:29016	Arginine	arginine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001147	skos:exactMatch	chebi:CHEBI:49477	Arsanilic Acid	arsanilic acid	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001151	skos:exactMatch	chebi:CHEBI:27563	Arsenic	arsenic atom	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001153	skos:exactMatch	chebi:CHEBI:9016	Arsphenamine	arsphenamine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001252	skos:exactMatch	chebi:CHEBI:74783	Astringents	astringent	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001278	skos:exactMatch	chebi:CHEBI:2913	Atractyloside	Atractyloside	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001279	skos:exactMatch	chebi:CHEBI:2914	Atracurium	atracurium	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001280	skos:exactMatch	chebi:CHEBI:15930	Atrazine	atrazine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001285	skos:exactMatch	chebi:CHEBI:16684	Atropine	atropine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001430	skos:exactMatch	chebi:CHEBI:48081	Bacteriocins	bacteriocin	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001429	skos:exactMatch	chebi:CHEBI:38201	Bacteriochlorophylls	bacteriochlorophyll	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001414	skos:exactMatch	chebi:CHEBI:28669	Bacitracin	bacitracin	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001391	skos:exactMatch	chebi:CHEBI:37533	Azo Compounds	azo compound	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001384	skos:exactMatch	chebi:CHEBI:38777	Azetidines	azetidines	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001565	skos:exactMatch	chebi:CHEBI:22718	Benzoates	benzoates	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001566	skos:exactMatch	chebi:CHEBI:116735	Benzocaine	benzocaine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001554	skos:exactMatch	chebi:CHEBI:16716	Benzene	benzene	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001556	skos:exactMatch	chebi:CHEBI:24536	Hexachlorocyclohexane	hexachlorocyclohexane	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001573	skos:exactMatch	chebi:CHEBI:17682	Benzoin	benzoin	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001577	skos:exactMatch	chebi:CHEBI:22726	Benzophenones	benzophenones	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001583	skos:exactMatch	chebi:CHEBI:46700	Benzoxazoles	benzoxazole	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001589	skos:exactMatch	chebi:CHEBI:3044	Benzphetamine	benzphetamine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D001572	skos:exactMatch	chebi:CHEBI:35259	Benzofurans	benzofurans	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D065808	skos:exactMatch	go:GO:0060134	Prepulse Inhibition	prepulse inhibition	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D065819	skos:exactMatch	chebi:CHEBI:10023	Voriconazole	voriconazole	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D065766	skos:exactMatch	doid:DOID:0080301	Atypical Hemolytic Uremic Syndrome	atypical hemolytic-uremic syndrome	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D064704	skos:exactMatch	chebi:CHEBI:63598	Levofloxacin	levofloxacin	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
